0x1a6	0x199	-68
0x1a6	0x1a0	-64
0x1a6	0x1a7	-32
0x1a6	0x1bf	0
0x208	0x21a	-32
0x24f	0x242	-68
0x24f	0x249	-64
0x24f	0x250	-32
0x24f	0x26a	0
0x2c7	0x2ba	-68
0x2c7	0x2c1	-64
0x2c7	0x2c8	-32
0x2c7	0x2e2	0
0x313	0x306	-68
0x313	0x30d	-64
0x313	0x314	-32
0x313	0x32d	0
0x3ae	0x3bc	-32
0x3ee	0x3f3	-32
0x3ee	0x450	0
0x44c	0x450	0
0x454	0x459	-32
0x454	0x493	0
0x454	0x49c	32
0x454	0x4d7	64
0x491	0x493	0
0x491	0x49c	32
0x491	0x4d7	64
0x497	0x493	-64
0x497	0x49c	-32
0x497	0x4d7	0
0x497	0x4e4	32
0x4d5	0x4d7	0
0x4d5	0x4e4	32
0x5a0	0x593	-68
0x5a0	0x59a	-64
0x5a0	0x5a1	-32
0x5a0	0x5c5	0
0x615	0x608	-68
0x615	0x611	-64
0x615	0x616	-32
0x615	0x63c	0
0x76f	0x781	-32
0x7b6	0x7a9	-68
0x7b6	0x7b0	-64
0x7b6	0x7b7	-32
0x7b6	0x7d2	0
